date,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,hospital_beds_per_thousand,life_expectancy,human_development_index
2021-03-31,2021-03-31,1282590.0,7840.0,7404.143,16565.0,29.0,23.857,74686.018,456.528,431.148,964.59,1.689,1.389,1.03,681.0,39.655,1653.0,96.255,10546071.0,78540.0,614.104,4.573,76382.0,4.448,0.087,11.5,75.0,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2021-04-01,2021-04-01,1289847.0,7257.0,7360.0,16586.0,21.0,23.143,75108.597,422.58,428.577,965.813,1.223,1.348,1.01,688.0,40.063,1639.0,95.44,10618470.0,72399.0,618.32,4.216,74797.0,4.355,0.088,11.4,75.0,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2021-04-02,2021-04-02,1297475.0,7628.0,7192.857,16602.0,16.0,22.0,75552.78,444.183,418.845,966.745,0.932,1.281,1.0,705.0,41.053,1625.0,94.625,10684661.0,66191.0,622.174,3.854,73542.0,4.282,0.087,11.5,75.0,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2021-04-03,2021-04-03,1304297.0,6822.0,7104.286,16633.0,31.0,22.286,75950.03,397.249,413.687,968.55,1.805,1.298,0.98,734.0,42.741,1614.0,93.984,10742845.0,58184.0,625.563,3.388,72424.0,4.217,0.087,11.5,75.0,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2021-04-04,2021-04-04,1309617.0,5320.0,6904.571,16649.0,16.0,22.429,76259.817,309.787,402.058,969.482,0.932,1.306,0.97,730.0,42.508,1587.0,92.412,10795052.0,52207.0,628.603,3.04,70980.0,4.133,0.089,11.2,75.0,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2021-04-05,2021-04-05,1315158.0,5541.0,6863.0,16656.0,7.0,22.0,76582.473,322.656,399.637,969.889,0.408,1.281,0.98,746.0,43.44,1628.0,94.799,10861052.0,66000.0,632.446,3.843,67959.0,3.957,0.09,11.1,75.0,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2021-04-06,2021-04-06,1321517.0,6359.0,6681.0,16676.0,20.0,20.0,76952.761,370.289,389.039,971.054,1.165,1.165,0.98,750.0,43.673,1748.0,101.787,10945815.0,84763.0,637.382,4.936,68326.0,3.979,0.09,11.1,75.0,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2021-04-07,2021-04-07,1329310.0,7793.0,6674.286,16699.0,23.0,19.143,77406.552,453.791,388.648,972.393,1.339,1.115,1.0,776.0,45.187,1782.0,103.767,11027214.0,81399.0,642.122,4.74,68735.0,4.002,0.09,11.1,75.0,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2021-04-08,2021-04-08,1336945.0,7635.0,6728.286,16718.0,19.0,18.857,77851.143,444.591,391.792,973.5,1.106,1.098,1.03,798.0,46.468,1727.0,100.564,11101349.0,74135.0,646.438,4.317,68983.0,4.017,0.091,11.0,75.0,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2021-04-09,2021-04-09,1344629.0,7684.0,6736.286,16758.0,40.0,22.286,78298.587,447.444,392.258,975.829,2.329,1.298,1.04,784.0,45.653,1711.0,99.633,11167247.0,65898.0,650.276,3.837,68941.0,4.014,0.093,10.8,75.0,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2021-04-10,2021-04-10,1352850.0,8221.0,6936.143,16781.0,23.0,21.143,78777.301,478.714,403.896,977.168,1.339,1.231,1.06,787.0,45.828,1704.0,99.225,11225198.0,57951.0,653.65,3.375,68908.0,4.013,0.096,10.4,75.0,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2021-04-11,2021-04-11,1359525.0,6675.0,7129.714,16798.0,17.0,21.286,79165.991,388.689,415.168,978.158,0.99,1.239,1.05,788.0,45.886,1729.0,100.681,11283979.0,58781.0,657.073,3.423,69847.0,4.067,0.097,10.3,75.0,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2021-04-12,2021-04-12,1366210.0,6685.0,7293.143,16818.0,20.0,23.143,79555.262,389.272,424.684,979.323,1.165,1.348,1.03,794.0,46.235,1788.0,104.116,11361905.0,77926.0,661.611,4.538,71550.0,4.166,0.097,10.3,75.0,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2021-04-13,2021-04-13,1371599.0,5389.0,7154.571,16849.0,31.0,24.714,79869.067,313.805,416.615,981.128,1.805,1.439,1.01,794.0,46.235,1760.0,102.486,11439291.0,77386.0,666.117,4.506,70497.0,4.105,0.099,10.1,75.0,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2021-04-14,2021-04-14,1380341.0,8742.0,7290.143,16875.0,26.0,25.143,80378.119,509.052,424.51,982.642,1.514,1.464,1.05,784.0,45.653,1715.0,99.866,11521426.0,82135.0,670.9,4.783,70602.0,4.111,0.099,10.1,75.0,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2021-04-15,2021-04-15,1389242.0,8901.0,7471.0,16888.0,13.0,24.286,80896.43,518.311,435.041,983.399,0.757,1.414,1.06,789.0,45.944,1688.0,98.293,11594671.0,73245.0,675.165,4.265,70475.0,4.104,0.101,9.9,75.0,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2021-04-16,2021-04-16,1397530.0,8288.0,7557.286,16900.0,12.0,20.286,81379.046,482.615,440.065,984.098,0.699,1.181,1.07,792.0,46.119,1698.0,98.876,11660379.0,65708.0,678.991,3.826,70447.0,4.102,0.102,9.8,75.0,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2021-04-17,2021-04-17,1406038.0,8508.0,7598.286,16931.0,31.0,21.429,81874.472,495.426,442.453,985.903,1.805,1.248,1.08,802.0,46.701,1626.0,94.683,11718584.0,58205.0,682.38,3.389,70484.0,4.104,0.101,9.9,75.0,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2021-04-18,2021-04-18,1413155.0,7117.0,7661.429,16943.0,12.0,20.714,82288.899,414.427,446.13,986.601,0.699,1.206,1.07,808.0,47.05,1670.0,97.245,11777651.0,59067.0,685.82,3.44,70525.0,4.107,0.101,9.9,75.0,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2021-04-19,2021-04-19,1419979.0,6824.0,7681.286,16965.0,22.0,21.0,82686.265,397.366,447.286,987.883,1.281,1.223,1.06,813.0,47.341,1731.0,100.797,11860256.0,82605.0,690.63,4.81,71193.0,4.146,0.102,9.8,75.0,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2021-04-20,2021-04-20,1428454.0,8475.0,8122.143,16992.0,27.0,20.429,83179.769,493.505,472.957,989.455,1.572,1.19,1.06,823.0,47.924,1830.0,106.562,11939980.0,79724.0,695.273,4.642,71527.0,4.165,0.104,9.6,75.0,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2021-04-21,2021-04-21,1438066.0,9612.0,8246.429,17010.0,18.0,19.286,83739.482,559.713,480.195,990.503,1.048,1.123,1.06,822.0,47.866,1792.0,104.349,12022179.0,82199.0,700.059,4.786,71536.0,4.166,0.105,9.5,75.0,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2021-04-22,2021-04-22,1447276.0,9210.0,8290.571,17029.0,19.0,20.143,84275.786,536.304,482.765,991.609,1.106,1.173,1.03,839.0,48.855,1843.0,107.319,12093766.0,71587.0,704.228,4.169,71299.0,4.152,0.106,9.4,75.0,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2021-04-23,2021-04-23,1455338.0,8062.0,8258.286,17043.0,14.0,20.429,84745.242,469.455,480.885,992.425,0.815,1.19,1.0,837.0,48.739,1776.0,103.418,12153890.0,60124.0,707.729,3.501,70502.0,4.105,0.106,9.4,75.0,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2021-04-24,2021-04-24,1463352.0,8014.0,8187.714,17065.0,22.0,19.143,85211.902,466.66,476.776,993.706,1.281,1.115,0.98,816.0,47.516,1698.0,98.876,12209771.0,55881.0,710.983,3.254,70170.0,4.086,0.105,9.5,75.0,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2021-04-25,2021-04-25,1469552.0,6200.0,8056.714,17076.0,11.0,19.0,85572.932,361.03,469.148,994.346,0.641,1.106,0.95,841.0,48.972,1691.0,98.468,12265043.0,55272.0,714.201,3.219,69627.0,4.054,0.106,9.4,75.0,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2021-04-26,2021-04-26,1474894.0,5342.0,7845.0,17089.0,13.0,17.714,85884.0,311.068,456.819,995.103,0.757,1.032,0.94,813.0,47.341,1759.0,102.428,12333487.0,68444.0,718.187,3.986,67604.0,3.937,0.107,9.3,71.3,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2021-04-27,2021-04-27,1483543.0,8649.0,7869.857,17120.0,31.0,18.286,86387.636,503.637,458.267,996.908,1.805,1.065,0.96,820.0,47.749,1777.0,103.476,12388428.0,54941.0,721.386,3.199,64064.0,3.73,0.109,9.2,71.3,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2021-04-28,2021-04-28,1490820.0,7277.0,7536.286,17131.0,11.0,17.286,86811.381,423.744,438.843,997.549,0.641,1.007,0.94,814.0,47.4,1797.0,104.64,12456644.0,68216.0,725.358,3.972,62066.0,3.614,0.11,9.1,67.59,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2021-04-29,2021-04-29,1498578.0,7758.0,7328.857,17151.0,20.0,17.429,87263.134,451.753,426.764,998.713,1.165,1.015,0.95,813.0,47.341,1891.0,110.114,12521512.0,64868.0,729.135,3.777,61107.0,3.558,0.111,9.0,67.59,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2021-04-30,2021-04-30,1504337.0,5759.0,6999.857,17175.0,24.0,18.857,87598.484,335.35,407.606,1000.111,1.398,1.098,0.93,807.0,46.992,1899.0,110.58,12580404.0,58892.0,732.565,3.429,60931.0,3.548,0.112,8.9,67.59,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2021-05-01,2021-05-01,1509845.0,5508.0,6641.857,17196.0,21.0,18.714,87919.218,320.734,386.759,1001.334,1.223,1.09,0.96,811.0,47.225,1827.0,106.387,12628303.0,47899.0,735.354,2.789,59790.0,3.482,0.115,8.7,67.59,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2021-05-02,2021-05-02,1519032.0,9187.0,7068.571,17199.0,3.0,17.571,88454.183,534.965,411.607,1001.509,0.175,1.023,1.03,804.0,46.817,1796.0,104.582,12674848.0,46545.0,738.064,2.71,58544.0,3.409,0.117,8.5,67.59,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2021-05-03,2021-05-03,1526767.0,7735.0,7410.429,17216.0,17.0,18.143,88904.597,450.414,431.514,1002.498,0.99,1.056,1.01,825.0,48.04,1817.0,105.805,12735779.0,60931.0,741.612,3.548,57470.0,3.347,0.119,8.4,67.59,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2021-05-04,2021-05-04,1534040.0,7273.0,7213.857,17248.0,32.0,18.286,89328.108,423.511,420.067,1004.362,1.863,1.065,0.97,818.0,47.633,1795.0,104.524,12791506.0,55727.0,744.857,3.245,57583.0,3.353,0.118,8.5,67.59,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2021-05-05,2021-05-05,1540832.0,6792.0,7144.571,17272.0,24.0,20.143,89723.611,395.502,416.033,1005.759,1.398,1.173,0.93,830.0,48.331,1715.0,99.866,12849335.0,57829.0,748.225,3.367,56099.0,3.267,0.121,8.3,67.59,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2021-05-06,2021-05-06,1548317.0,7485.0,7105.571,17296.0,24.0,20.714,90159.467,435.856,413.762,1007.157,1.398,1.206,0.92,807.0,46.992,1744.0,101.554,12901795.0,52460.0,751.28,3.055,54326.0,3.163,0.123,8.1,67.59,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2021-05-07,2021-05-07,1555719.0,7402.0,7340.286,17317.0,21.0,20.286,90590.49,431.023,427.429,1008.38,1.223,1.181,0.93,797.0,46.41,1724.0,100.39,12950743.0,48948.0,754.13,2.85,52906.0,3.081,0.122,8.2,67.59,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2021-05-08,2021-05-08,1562282.0,6563.0,7491.0,17346.0,29.0,21.429,90972.658,382.168,436.206,1010.068,1.689,1.248,0.91,778.0,45.303,1700.0,98.992,12992351.0,41608.0,756.553,2.423,52007.0,3.028,0.122,8.2,67.59,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2021-05-09,2021-05-09,1568140.0,5858.0,7015.429,17350.0,4.0,21.571,91313.773,341.115,408.513,1010.301,0.233,1.256,0.9,767.0,44.663,1668.0,97.129,13027901.0,35550.0,758.623,2.07,50436.0,2.937,0.123,8.1,67.59,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2021-05-10,2021-05-10,1573661.0,5521.0,6699.143,17367.0,17.0,21.571,91635.264,321.491,390.095,1011.291,0.99,1.256,0.87,757.0,44.081,1730.0,100.739,13077396.0,49495.0,761.505,2.882,48802.0,2.842,0.125,8.0,67.59,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2021-05-11,2021-05-11,1580022.0,6361.0,6568.857,17410.0,43.0,23.143,92005.669,370.405,382.509,1013.795,2.504,1.348,0.84,748.0,43.557,1732.0,100.855,13122564.0,45168.0,764.135,2.63,47294.0,2.754,0.126,7.9,67.59,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2021-05-12,2021-05-12,1586039.0,6017.0,6458.143,17426.0,16.0,22.0,92356.043,350.374,376.062,1014.727,0.932,1.281,0.8,738.0,42.974,1607.0,93.577,13164807.0,42243.0,766.595,2.46,45067.0,2.624,0.127,7.9,67.59,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2021-05-13,2021-05-13,1591554.0,5515.0,6176.714,17440.0,14.0,20.571,92677.184,321.142,359.674,1015.542,0.815,1.198,0.77,733.0,42.683,1498.0,87.229,13199592.0,34785.0,768.62,2.026,42542.0,2.477,0.128,7.8,67.59,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2021-05-14,2021-05-14,1596005.0,4451.0,5755.143,17450.0,10.0,19.0,92936.369,259.185,335.126,1016.124,0.582,1.106,0.76,728.0,42.392,1522.0,88.627,13236208.0,36616.0,770.753,2.132,40781.0,2.375,0.127,7.9,67.59,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2021-05-15,2021-05-15,1600446.0,4441.0,5452.0,17463.0,13.0,16.714,93194.971,258.602,317.473,1016.881,0.757,0.973,0.76,710.0,41.344,1473.0,85.774,13268239.0,32031.0,772.618,1.865,39413.0,2.295,0.125,8.0,67.59,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2021-05-16,2021-05-16,1603275.0,2829.0,5019.286,17476.0,13.0,18.0,93359.706,164.734,292.276,1017.638,0.757,1.048,0.76,686.0,39.946,1466.0,85.366,13300792.0,32553.0,774.513,1.896,38984.0,2.27,0.122,8.2,67.59,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2021-05-17,2021-05-17,1608611.0,5336.0,4992.857,17483.0,7.0,16.571,93670.424,310.719,290.737,1018.046,0.408,0.965,0.8,681.0,39.655,1502.0,87.462,13345918.0,45126.0,777.141,2.628,38360.0,2.234,0.118,8.5,67.59,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2021-05-18,2021-05-18,1613175.0,4564.0,4736.143,17500.0,17.0,12.857,93936.189,265.765,275.789,1019.036,0.99,0.749,0.78,646.0,37.617,1503.0,87.521,13383553.0,37635.0,779.333,2.192,37284.0,2.171,0.117,8.5,67.59,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2021-05-19,2021-05-19,1617826.0,4651.0,4541.0,17515.0,15.0,12.714,94207.019,270.831,264.425,1019.909,0.873,0.74,0.75,637.0,37.093,1365.0,79.485,13419559.0,36006.0,781.429,2.097,36393.0,2.119,0.115,8.7,67.59,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2021-05-20,2021-05-20,1621994.0,4168.0,4348.571,17533.0,18.0,13.286,94449.725,242.705,253.22,1020.958,1.048,0.774,0.72,621.0,36.161,1278.0,74.419,13453674.0,34115.0,783.416,1.987,36297.0,2.114,0.111,9.0,67.59,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2021-05-21,2021-05-21,1625166.0,3172.0,4165.857,17545.0,12.0,13.571,94634.432,184.708,242.58,1021.656,0.699,0.79,0.71,608.0,35.404,1214.0,70.692,13485888.0,32214.0,785.292,1.876,35669.0,2.077,0.109,9.2,67.59,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2021-05-22,2021-05-22,1628588.0,3422.0,4020.286,17564.0,19.0,14.429,94833.697,199.265,234.104,1022.763,1.106,0.84,0.72,602.0,35.055,1129.0,65.742,13514224.0,28336.0,786.942,1.65,35141.0,2.046,0.106,9.4,67.59,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2021-05-23,2021-05-23,1631288.0,2700.0,4001.857,17571.0,7.0,13.571,94990.92,157.223,233.031,1023.17,0.408,0.79,0.72,610.0,35.521,1104.0,64.287,13540092.0,25868.0,788.448,1.506,34186.0,1.991,0.104,9.6,67.59,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2021-05-24,2021-05-24,1633750.0,2462.0,3591.286,17581.0,10.0,14.0,95134.284,143.364,209.123,1023.753,0.582,0.815,0.71,598.0,34.822,1097.0,63.879,13568002.0,27910.0,790.073,1.625,31726.0,1.847,0.101,9.9,67.59,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2021-05-25,2021-05-25,1636524.0,2774.0,3335.571,17594.0,13.0,13.429,95295.816,161.532,194.232,1024.51,0.757,0.782,0.72,579.0,33.716,1102.0,64.17,13604329.0,36327.0,792.189,2.115,31539.0,1.837,0.096,10.4,67.59,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2021-05-26,2021-05-26,1639860.0,3336.0,3147.714,17604.0,10.0,12.714,95490.073,194.257,183.293,1025.092,0.582,0.74,0.75,559.0,32.551,1059.0,61.666,13643878.0,39549.0,794.492,2.303,32046.0,1.866,0.092,10.9,67.59,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2021-05-27,2021-05-27,1643722.0,3862.0,3104.0,17620.0,16.0,12.429,95714.96,224.887,180.748,1026.024,0.932,0.724,0.78,541.0,31.503,971.0,56.542,13677461.0,33583.0,796.447,1.956,31970.0,1.862,0.09,11.1,67.59,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2021-05-28,2021-05-28,1647110.0,3388.0,3134.857,17635.0,15.0,12.857,95912.245,197.285,182.545,1026.897,0.873,0.749,0.79,521.0,30.338,919.0,53.514,13706299.0,28838.0,798.126,1.679,31487.0,1.834,0.09,11.1,67.59,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2021-05-29,2021-05-29,1649829.0,2719.0,3034.429,17643.0,8.0,11.286,96070.574,158.329,176.697,1027.363,0.466,0.657,0.77,499.0,29.057,853.0,49.671,13728655.0,22356.0,799.428,1.302,30633.0,1.784,0.09,11.1,67.59,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2021-05-30,2021-05-30,1651874.0,2045.0,2940.857,17649.0,6.0,11.143,96189.656,119.082,171.248,1027.712,0.349,0.649,0.76,486.0,28.3,841.0,48.972,13752399.0,23744.0,800.811,1.383,30330.0,1.766,0.09,11.1,67.59,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2021-05-31,2021-05-31,1654194.0,2320.0,2920.571,17651.0,2.0,10.0,96324.751,135.095,170.067,1027.829,0.116,0.582,0.75,477.0,27.776,850.0,49.496,13789185.0,36786.0,802.953,2.142,31598.0,1.84,0.087,11.5,67.59,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2021-06-01,2021-06-01,1656715.0,2521.0,2884.429,17660.0,9.0,9.429,96471.55,146.799,167.962,1028.353,0.524,0.549,0.73,447.0,26.029,793.0,46.177,13821565.0,32380.0,804.838,1.886,31034.0,1.807,0.086,11.6,67.59,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2021-06-02,2021-06-02,1659450.0,2735.0,2798.571,17672.0,12.0,9.714,96630.811,159.261,162.963,1029.052,0.699,0.566,0.72,420.0,24.457,769.0,44.779,13853193.0,31628.0,806.68,1.842,29902.0,1.741,0.084,11.9,67.59,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2021-06-03,2021-06-03,1661847.0,2397.0,2589.286,17686.0,14.0,9.429,96770.39,139.579,150.776,1029.867,0.815,0.549,0.7,394.0,22.943,704.0,40.994,13881187.0,27994.0,808.31,1.63,29104.0,1.695,0.081,12.3,67.59,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2021-06-04,2021-06-04,1663974.0,2127.0,2409.143,17694.0,8.0,8.429,96894.246,123.857,140.286,1030.333,0.466,0.491,0.68,377.0,21.953,688.0,40.063,13905015.0,23828.0,809.698,1.388,28388.0,1.653,0.078,12.8,67.59,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2021-06-05,2021-06-05,1665521.0,1547.0,2241.714,17703.0,9.0,8.571,96984.329,90.083,130.536,1030.857,0.524,0.499,0.66,351.0,20.439,658.0,38.316,13926182.0,21167.0,810.93,1.233,28218.0,1.643,0.075,13.3,67.59,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2021-06-06,2021-06-06,1666906.0,1385.0,2147.429,17707.0,4.0,8.286,97064.979,80.649,125.046,1031.09,0.233,0.482,0.66,344.0,20.031,654.0,38.083,13947803.0,21621.0,812.189,1.259,27915.0,1.626,0.072,13.9,67.59,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2021-06-07,2021-06-07,1668330.0,1424.0,2019.429,17710.0,3.0,8.429,97147.899,82.92,117.593,1031.264,0.175,0.491,0.65,343.0,19.973,650.0,37.85,13979799.0,31996.0,814.052,1.863,27231.0,1.586,0.068,14.7,67.59,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2021-06-08,2021-06-08,1670055.0,1725.0,1905.714,17725.0,15.0,9.286,97248.347,100.448,110.971,1032.138,0.873,0.541,0.64,321.0,18.692,616.0,35.87,14008618.0,28819.0,815.731,1.678,26722.0,1.556,0.064,15.6,67.59,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2021-06-09,2021-06-09,1671624.0,1569.0,1739.143,17730.0,5.0,8.286,97339.711,91.364,101.271,1032.429,0.291,0.482,0.61,304.0,17.702,530.0,30.862,14036869.0,28251.0,817.376,1.645,26239.0,1.528,0.061,16.4,67.59,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2021-06-10,2021-06-10,1673009.0,1385.0,1594.571,17736.0,6.0,7.143,97420.36,80.649,92.853,1032.778,0.349,0.416,0.6,297.0,17.294,486.0,28.3,14059801.0,22932.0,818.711,1.335,25516.0,1.486,0.058,17.2,67.59,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2021-06-11,2021-06-11,1674221.0,1212.0,1463.857,17739.0,3.0,6.429,97490.936,70.576,85.241,1032.953,0.175,0.374,0.6,281.0,16.363,448.0,26.087,14079848.0,20047.0,819.878,1.167,24976.0,1.454,0.055,18.2,67.59,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2021-06-12,2021-06-12,1675266.0,1045.0,1392.143,17740.0,1.0,5.286,97551.787,60.851,81.065,1033.011,0.058,0.308,0.61,269.0,15.664,403.0,23.467,14096469.0,16621.0,820.846,0.968,24327.0,1.417,0.054,18.5,67.59,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
